time_ns,x,y,z,q_x,q_y,q_z,q_w
1514545735168242931,-0.49900160028889506,0.19553916646666084,0.09443263670738816,-0.0008666290021385192,-0.9236498652889621,0.38323489075596046,0.0010926175550909425
1514545735168242931,-0.49900160028889506,0.19553916646666084,0.09443263670738816,-0.0008666290021385192,-0.9236498652889621,0.38323489075596046,0.0010926175550909425
1514545735168242931,-0.49900160028889506,0.19553916646666084,0.09443263670738816,-0.0008666290021385192,-0.9236498652889621,0.38323489075596046,0.0010926175550909425
1514545735168242931,-0.49900160028889506,0.19553916646666084,0.09443263670738816,-0.0008666290021385192,-0.9236498652889621,0.38323489075596046,0.0010926175550909425
1514545735168242931,-0.49900160028889506,0.19553916646666084,0.09443263670738816,-0.0008666290021385192,-0.9236498652889621,0.38323489075596046,0.0010926175550909425
1514545735200838089,-0.499001609947742,0.19553516603873217,0.0944326356290738,-0.0008441831345850498,-0.9236498986925029,0.3832348868084331,0.0010832973239493018
1514545735200838089,-0.499001609947742,0.19553516603873217,0.0944326356290738,-0.0008441831345850498,-0.9236498986925029,0.3832348868084331,0.0010832973239493018
1514545735200838089,-0.499001609947742,0.19553516603873217,0.0944326356290738,-0.0008441831345850498,-0.9236498986925029,0.3832348868084331,0.0010832973239493018
1514545735200838089,-0.499001609947742,0.19553516603873217,0.0944326356290738,-0.0008441831345850498,-0.9236498986925029,0.3832348868084331,0.0010832973239493018
1514545735232455969,-0.49900309530678477,0.19554213608387377,0.09443394739109467,-0.0008785476517895463,-0.9236504474288232,0.38323342170474745,0.0011061677218823021
1514545735232455969,-0.49900309530678477,0.19554213608387377,0.09443394739109467,-0.0008785476517895463,-0.9236504474288232,0.38323342170474745,0.0011061677218823021
1514545735232455969,-0.49900309530678477,0.19554213608387377,0.09443394739109467,-0.0008785476517895463,-0.9236504474288232,0.38323342170474745,0.0011061677218823021
1514545735232455969,-0.49900309530678477,0.19554213608387377,0.09443394739109467,-0.0008785476517895463,-0.9236504474288232,0.38323342170474745,0.0011061677218823021
1514545735264519930,-0.4990030920007402,0.19554346955963745,0.0944339477546324,-0.0008860206158002454,-0.9236473312941067,0.3832409057694037,0.0011092816551958248
1514545735264519930,-0.4990030920007402,0.19554346955963745,0.0944339477546324,-0.0008860206158002454,-0.9236473312941067,0.3832409057694037,0.0011092816551958248
1514545735264519930,-0.4990030920007402,0.19554346955963745,0.0944339477546324,-0.0008860206158002454,-0.9236473312941067,0.3832409057694037,0.0011092816551958248
1514545735264519930,-0.4990030920007402,0.19554346955963745,0.0944339477546324,-0.0008860206158002454,-0.9236473312941067,0.3832409057694037,0.0011092816551958248
1514545735296641111,-0.4990030886730895,0.19554480303534755,0.09443394811814057,-0.0008935025412131897,-0.9236473198318089,0.38324090701882874,0.001112388471050052
1514545735296641111,-0.4990030886730895,0.19554480303534755,0.09443394811814057,-0.0008935025412131897,-0.9236473198318089,0.38324090701882874,0.001112388471050052
1514545735296641111,-0.4990030886730895,0.19554480303534755,0.09443394811814057,-0.0008935025412131897,-0.9236473198318089,0.38324090701882874,0.001112388471050052
1514545735296641111,-0.4990030886730895,0.19554480303534755,0.09443394811814057,-0.0008935025412131897,-0.9236473198318089,0.38324090701882874,0.001112388471050052
1514545735328804016,-0.4990015871079505,0.19554450036982654,0.0944326381447311,-0.000896556824745029,-0.9236498199022186,0.3832348956671977,0.001105044528941522
1514545735328804016,-0.4990015871079505,0.19554450036982654,0.0944326381447311,-0.000896556824745029,-0.9236498199022186,0.3832348956671977,0.001105044528941522
1514545735328804016,-0.4990015871079505,0.19554450036982654,0.0944326381447311,-0.000896556824745029,-0.9236498199022186,0.3832348956671977,0.001105044528941522
1514545735328804016,-0.4990015871079505,0.19554450036982654,0.0944326381447311,-0.000896556824745029,-0.9236498199022186,0.3832348956671977,0.001105044528941522
1514545735360802889,-0.4990015937416346,0.19554183341835046,0.09443263742611809,-0.0008815840115345974,-0.9236467379718702,0.3832423760470632,0.0010988381842182426
1514545735360802889,-0.4990015937416346,0.19554183341835046,0.09443263742611809,-0.0008815840115345974,-0.9236467379718702,0.3832423760470632,0.0010988381842182426
1514545735360802889,-0.4990015937416346,0.19554183341835046,0.09443263742611809,-0.0008815840115345974,-0.9236467379718702,0.3832423760470632,0.0010988381842182426
1514545735360802889,-0.4990015937416346,0.19554183341835046,0.09443263742611809,-0.0008815840115345974,-0.9236467379718702,0.3832423760470632,0.0010988381842182426
1514545735393013000,-0.4990015904355954,0.1955431668941153,0.09443263778543919,-0.0008890659419881486,-0.9236467265948644,0.3832423772622043,0.0011019449882585866
1514545735393013000,-0.4990015904355954,0.1955431668941153,0.09443263778543919,-0.0008890659419881486,-0.9236467265948644,0.3832423772622043,0.0011019449882585866
1514545735393013000,-0.4990015904355954,0.1955431668941153,0.09443263778543919,-0.0008890659419881486,-0.9236467265948644,0.3832423772622043,0.0011019449882585866
1514545735393013000,-0.4990015904355954,0.1955431668941153,0.09443263778543919,-0.0008890659419881486,-0.9236467265948644,0.3832423772622043,0.0011019449882585866
1514545735425175905,-0.4990015871079505,0.19554450036982654,0.0944326381447311,-0.000896556824745029,-0.9236498199022186,0.3832348956671977,0.001105044528941522
1514545735425175905,-0.4990015871079505,0.19554450036982654,0.0944326381447311,-0.000896556824745029,-0.9236498199022186,0.3832348956671977,0.001105044528941522
1514545735425175905,-0.4990015871079505,0.19554450036982654,0.0944326381447311,-0.000896556824745029,-0.9236498199022186,0.3832348956671977,0.001105044528941522
1514545735425175905,-0.4990015871079505,0.19554450036982654,0.0944326381447311,-0.000896556824745029,-0.9236498199022186,0.3832348956671977,0.001105044528941522
1514545735457251072,-0.4990030886730895,0.19554480303534755,0.09443394811814051,-0.0008935115530111504,-0.9236504245648692,0.3832334242289354,0.0011123812324357676
1514545735457251072,-0.4990030886730895,0.19554480303534755,0.09443394811814051,-0.0008935115530111504,-0.9236504245648692,0.3832334242289354,0.0011123812324357676
1514545735457251072,-0.4990030886730895,0.19554480303534755,0.09443394811814051,-0.0008935115530111504,-0.9236504245648692,0.3832334242289354,0.0011123812324357676
1514545735457251072,-0.4990030886730895,0.19554480303534755,0.09443394811814051,-0.0008935115530111504,-0.9236504245648692,0.3832334242289354,0.0011123812324357676
1514545735489340067,-0.4990030886730895,0.19554480303534755,0.09443394811814057,-0.0008935025412131897,-0.9236473198318089,0.38324090701882874,0.001112388471050052
1514545735489340067,-0.4990030886730895,0.19554480303534755,0.09443394811814057,-0.0008935025412131897,-0.9236473198318089,0.38324090701882874,0.001112388471050052
1514545735489340067,-0.4990030886730895,0.19554480303534755,0.09443394811814057,-0.0008935025412131897,-0.9236473198318089,0.38324090701882874,0.001112388471050052
1514545735489340067,-0.4990030886730895,0.19554480303534755,0.09443394811814057,-0.0008935025412131897,-0.9236473198318089,0.38324090701882874,0.001112388471050052
1514545735521449089,-0.4990015871079505,0.19554450036982654,0.0944326381447311,-0.000896556824745029,-0.9236498199022186,0.3832348956671977,0.001105044528941522
1514545735521449089,-0.4990015871079505,0.19554450036982654,0.0944326381447311,-0.000896556824745029,-0.9236498199022186,0.3832348956671977,0.001105044528941522
1514545735521449089,-0.4990015871079505,0.19554450036982654,0.0944326381447311,-0.000896556824745029,-0.9236498199022186,0.3832348956671977,0.001105044528941522
